operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6447079,-58.5633155",70000,USD,1061368,70000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.57231522,-58.4851265",140000,USD,2122736,140000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,,295000,USD,4472908,295000,0,165,,1787.878788,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.465634,-58.5232805",132000,USD,2001436.8,132000,76,70,1736.842105,1885.714286,2,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,185000,USD,2805044,185000,225,200,822.2222222,925,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5267613,-58.4721633",590000,USD,8945816,590000,362,350,1629.834254,1685.714286,,10,
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6105000837,-58.3626906746",720000,USD,10916928,720000,150,150,4800,4800,,,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6162848,-58.447658",,,,,60,55,,,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4770831,-58.6184536",75000,USD,1137180,75000,35,35,2142.857143,2142.857143,,2,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.598174439,-58.3841361817",80000,USD,1212992,80000,0,30,,2666.666667,5,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5567787,-58.4583419",,,,,200,140,,,1,4,5000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4473503,-58.8956759",91800,USD,1391908.32,91800,0,54,,1700,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.922059,-57.952044",,,,,,,,,,6,
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5897591,-58.3938115",300000,USD,4548720,300000,101,76,2970.29703,3947.368421,,3,2800
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.6051606,-58.3848703",55000,USD,833932,55000,23,23,2391.304348,2391.304348,,1,1300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5217915848,-58.4720135555",,,,,181,181,,,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.8986935,-57.9665931",210000,USD,3184104,210000,116,116,1810.344828,1810.344828,,4,
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.621749,-58.384373",65000,USD,985556,65000,,36,,1805.555556,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100000,USD,1516240,100000,,50,,2000,,3,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5787149,-58.4339876",185000,USD,2805044,185000,56,56,3303.571429,3303.571429,,,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.60015,-58.39287",250000,USD,3790600,250000,,97,,2577.319588,7,3,
sell,apartment,|Argentina|Capital Federal|Villa Lugano|,"-34.6737361,-58.4953447",65000,USD,985556,65000,,,,,,,
sell,store,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6423016288,-58.4230347288",290000,USD,4397096,290000,103,95,2815.533981,3052.631579,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5991978847,-58.6402984685",150000,USD,2274360,150000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.647501917,-58.6463592056",,,,,196,196,,,,4,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5575196,-58.4741215",239000,USD,3623813.6,239000,130,80,1838.461538,2987.5,,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5115152,-58.4927975",85000,USD,1288804,85000,17,17,5000,5000,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.405672476,-58.6409124165",685000,USD,10386244,685000,360,360,1902.777778,1902.777778,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Haras María Elena|,"-34.61872482,-58.8169899",240000,USD,3638976,240000,,,,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6549073,-58.5536355",135000,USD,2046924,135000,70,,1928.571429,,1,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5221907,-58.7230519",1100000,ARS,1096946.87,72346.52,0,,,,,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5446865,-58.4659096",180000,USD,2729232,180000,90,63,2000,2857.142857,,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.934391,-57.963717",50000,USD,758120,50000,,20,,2500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.41762936,-58.64575531",370000,USD,5610088,370000,250,250,1480,1480,,,
sell,apartment,|Argentina|Capital Federal|Velez Sarsfield|,"-34.627876,-58.494816",92000,USD,1394940.8,92000,,52,,1769.230769,1,3,
sell,house,|Argentina|Capital Federal|Villa Devoto|,"-34.6023663745,-58.5060371204",970000,USD,14707528,970000,361,1200,2686.980609,808.3333333,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3917091721,-58.7288756804",110000,USD,1667864,110000,124,82,887.0967742,1341.463415,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9425111,-57.9798359",80000,USD,1212992,80000,168,118,476.1904762,677.9661017,,4,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5961219,-58.4255006",148000,USD,2244035.2,148000,75,64,1973.333333,2312.5,1,3,100
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.6067149,-58.8470334",330000,USD,5003592,330000,230,230,1434.782609,1434.782609,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Hurlingham|,"-34.62564468,-58.65834808",70000,USD,1061368,70000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4887628,-58.5010475",154000,USD,2335009.6,154000,61,61,2524.590164,2524.590164,2,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,78000,USD,1182667.2,78000,,60,,1300,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,285000,USD,4321284,285000,780,210,365.3846154,1357.142857,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui Oeste|,,,,,,239,239,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.518454,-58.564896",170000,USD,2577608,170000,,197,,862.9441624,,4,
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6120655,-58.4057337",150000,USD,2274360,150000,85,85,1764.705882,1764.705882,8,5,3100
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.4725451,-58.5200913",100000,USD,1516240,100000,41,41,2439.02439,2439.02439,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.69175,-58.528263",44000,USD,667145.6,44000,,27,,1629.62963,,2,
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.6182787,-58.5005212",72000,USD,1091692.8,72000,35,31,2057.142857,2322.580645,,1,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.610376,-58.443425",128000,USD,1940787.2,128000,,47,,2723.404255,3,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6791499,-58.575343",45000,USD,682308,45000,46,46,978.2608696,978.2608696,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.521775,-58.476903",285000,USD,4321284,285000,,71,,4014.084507,1,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,,,,,,70,70,,,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6036844,-58.3815591",,,,,420,220,,,,,
sell,PH,|Argentina|Capital Federal|Chacarita|,"-34.5997404,-58.430171",83000,USD,1258479.2,83000,38,33,2184.210526,2515.151515,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Los Polvorines|,"-34.4990054,-58.6954407",350000,USD,5306840,350000,0,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4467447,-58.5446347",2992028,ARS,2983723.63,196784.39,78,68,2522.876795,44000.41176,3,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5611136,-58.4575457",136000,USD,2062086.4,136000,58,58,2344.827586,2344.827586,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.6570359,-58.6141078",69500,USD,1053786.8,69500,56,44,1241.071429,1579.545455,,2,500
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.620698,-58.4284928",120000,USD,1819488,120000,52,47,2307.692308,2553.191489,6,,
sell,store,|Argentina|Capital Federal|Villa Crespo|,"-34.5943581,-58.4439529",105000,USD,1592052,105000,31,31,3387.096774,3387.096774,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Don Bosco|,"-34.7063393,-58.2842408",,,,,252,225,,,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,425000,USD,6444020,425000,1650,342,257.5757576,1242.690058,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5208252,-58.5073338",340000,USD,5155216,340000,230,210,1478.26087,1619.047619,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Este|,"-34.7038424,-58.3856644",80000,USD,1212992,80000,,50,,1600,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,180000,USD,2729232,180000,91,152,1978.021978,1184.210526,,6,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5502714,-58.4531919",220000,USD,3335728,220000,76,72,2894.736842,3055.555556,,3,3000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.920918,-57.978247",68000,USD,1031043.2,68000,,67,,1014.925373,,2,
sell,house,|Argentina|Capital Federal|Barracas|,"-34.650655,-58.386602",320000,USD,4851968,320000,,300,,1066.666667,,5,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.583175,-58.424354",65000,USD,985556,65000,,22,,2954.545455,,2,
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6717714,-58.5031862",148000,USD,2244035.2,148000,200,105,740,1409.52381,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.383996,-58.703923",260000,USD,3942224,260000,440,120,590.9090909,2166.666667,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,410000,USD,6216584,410000,364,320,1126.373626,1281.25,,5,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556652,-58.456717",166000,USD,2516958.4,166000,,66,,2515.151515,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,350000,USD,5306840,350000,500,236,700,1483.050847,,,
sell,house,|Argentina|Capital Federal|Belgrano|,"-34.5757822,-58.4639255",660000,USD,10007184,660000,0,275,,2400,,6,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4906261,-58.5134923",210000,USD,3184104,210000,240,189,875,1111.111111,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.478339,-58.4947258",780000,USD,11826672,780000,970,310,804.1237113,2516.129032,,,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5883642,-58.3900662",330000,USD,5003592,330000,90,90,3666.666667,3666.666667,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.447361,-58.631426",170000,USD,2577608,170000,58,46,2931.034483,3695.652174,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.3760621,-58.7137829",390000,USD,5913336,390000,1099,215,354.8680619,1813.953488,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,300000,USD,4548720,300000,1300,450,230.7692308,666.6666667,,,
sell,apartment,|Argentina|Capital Federal|Parque Avellaneda|,"-34.6451582,-58.4907929",92500,USD,1402522,92500,59,55,1567.79661,1681.818182,,3,
sell,apartment,|Argentina|Capital Federal|Villa Devoto|,"-34.6007131,-58.5034976",,,,,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9057308,-57.9538726",,,,,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,174000,USD,2638257.6,174000,0,50,,3480,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.6036844,-58.3815591",335000,USD,5079404,335000,6000,380,55.83333333,881.5789474,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Carapachay|,"-34.5191954,-58.5281605",130000,USD,1971112,130000,55,55,2363.636364,2363.636364,,3,
sell,store,|Argentina|Capital Federal|Parque Avellaneda|,"-34.6466788,-58.4662658",180000,USD,2729232,180000,450,310,400,580.6451613,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,82000,USD,1243316.8,82000,,37,,2216.216216,,2,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.596812,-58.413727",112000,USD,1698188.8,112000,,36,,3111.111111,,3,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.602199,-58.43666",250000,USD,3790600,250000,,130,,1923.076923,,4,
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6212351809,-58.3610688508",180000,USD,2729232,180000,37,37,4864.864865,4864.864865,,1,1200
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.518691,-58.490119",320000,USD,4851968,320000,,148,,2162.162162,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.522432,-58.4807",138000,USD,2092411.2,138000,,55,,2509.090909,2,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.905097,-57.957271",60000,USD,909744,60000,33,33,1818.181818,1818.181818,,2,290
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5921355623,-58.3954806041",430000,USD,6519832,430000,173,158,2485.549133,2721.518987,,5,10900
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.65473175,-58.64565659",135000,USD,2046924,135000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5250482,-58.5288948",94000,USD,1425265.6,94000,45,45,2088.888889,2088.888889,,2,350
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6575233,-58.6974964",280000,USD,4245472,280000,1638,438,170.9401709,639.2694064,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5570835049,-58.5694295168",130000,USD,1971112,130000,169,169,769.2307692,769.2307692,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,,85000,USD,1288804,85000,85,85,1000,1000,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9147271,-57.9473464",,,,,90,90,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Los Polvorines|,"-34.5036839339,-58.7188480921",450000,ARS,448750.93,29596.3,,55,,8181.818182,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.574389,-58.5605568",87000,USD,1319128.8,87000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|El Pato|,,,,,,1166,120,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.3907530082,-58.644044478",290000,USD,4397096,290000,100,100,2900,2900,,3,6000
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6376508,-58.5075873",78000,USD,1182667.2,78000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7048884,-58.4034256",70000,USD,1061368,70000,46,46,1521.73913,1521.73913,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5365916,-58.5663264",180000,USD,2729232,180000,198,150,909.0909091,1200,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|Villa Tesei|,"-34.61979294,-58.63921356",110000,USD,1667864,110000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3166658,-58.8674879",285000,USD,4321284,285000,180,220,1583.333333,1295.454545,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,410000,USD,6216584,410000,417,326,983.2134293,1257.668712,,,
sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.5904622,-58.370987",102921,USD,1560529.37,102921,51,46,2018.058824,2237.413043,12,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4737131,-58.4988361",480000,USD,7277952,480000,420,240,1142.857143,2000,,,
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6138007421,-58.3924221222",135000,USD,2046924,135000,97,56,1391.752577,2410.714286,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.66210556,-58.61853409",180000,USD,2729232,180000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6215558,-58.6837628",290000,USD,4397096,290000,666,120,435.4354354,2416.666667,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.6036844,-58.3815591",460000,USD,6974704,460000,235,185,1957.446809,2486.486486,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5437133,-58.731634",,,,,,,,,,,
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.648332,-58.6633723",365000,USD,5534276,365000,978,533,373.2106339,684.8030019,,,
sell,store,|Argentina|Capital Federal|Versalles|,"-34.6288203,-58.5258372",230000,USD,3487352,230000,,90,,2555.555556,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,"-34.4256466,-58.5911515",195000,USD,2956668,195000,128,105,1523.4375,1857.142857,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Canning|,,135000,USD,2046924,135000,95,75,1421.052632,1800,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.47651291,-58.49991226",1150000,USD,17436760,1150000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,75000,USD,1137180,75000,,32,,2343.75,,2,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.59648132,-58.44839859",70000,USD,1061368,70000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5128726,-58.5049799",143000,USD,2168223.2,143000,0,74,,1932.432432,,,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.572721,-58.483565",99306,USD,1505717.29,99306,,36,,2758.5,6,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,,294000,USD,4457745.6,294000,173,101,1699.421965,2910.891089,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,300000,USD,4548720,300000,110,85,2727.272727,3529.411765,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.6490736,-58.6234167",85000,USD,1288804,85000,40,,2125,,,,1600
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Villa Martelli|,"-34.5436873018,-58.5053586553",110000,USD,1667864,110000,110,90,1000,1222.222222,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5928876943,-58.3782822115",385000,USD,5837524,385000,149,143,2583.892617,2692.307692,,4,7000
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,73000,USD,1106855.2,73000,81,,901.2345679,,,2,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.580784,-58.490679",475000,USD,7202140,475000,154,148,3084.415584,3209.459459,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Villa Adelina|,"-34.5114698,-58.5351463",250000,USD,3790600,250000,618,137,404.5307443,1824.817518,,3,
sell,house,|Argentina|Capital Federal|Caballito|,"-34.6100551,-58.4260926",,,,,849,529,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4872822,-58.4981432",490000,USD,7429576,490000,120,100,4083.333333,4900,,,
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.646865,-58.4926095",508000,USD,7702499.2,508000,446,257,1139.013453,1976.653696,,7,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,198000,USD,3002155.2,198000,0,91,,2175.824176,2,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5921362,-58.4118019",190000,USD,2880856,190000,90,87,2111.111111,2183.908046,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6490651,-58.6644903",130000,USD,1971112,130000,300,,433.3333333,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,690000,USD,10462056,690000,811,375,850.8014797,1840,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,1800,600,,,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4452393,-58.549674",91000,USD,1379778.4,91000,55,48,1654.545455,1895.833333,1,,
sell,house,|Argentina|Capital Federal|Retiro|,"-34.590091,-58.3711168",108000,USD,1637539.2,108000,96,77,1125,1402.597403,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,93000,USD,1410103.2,93000,,37,,2513.513514,,2,
sell,PH,|Argentina|Capital Federal|Villa Devoto|,"-34.603188,-58.516853",239999,USD,3638960.83,239999,,140,,1714.278571,,4,
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,,,,,,,41,,,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6512832,-58.6909983",100000,USD,1516240,100000,165,95,606.0606061,1052.631579,,3,
sell,house,|Argentina|Capital Federal|Boedo|,"-34.6271409033,-58.418687163",289000,USD,4381933.6,289000,375,291,770.6666667,993.1271478,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,,98000,USD,1485915.2,98000,38,40,2578.947368,2450,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6437155,-58.5910222",95000,USD,1440428,95000,45,40,2111.111111,2375,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|City Bell|,"-34.8670422912,-58.0603661542",,,,,0,0,,,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5385910408,-58.5644245148",188000,USD,2850531.2,188000,375,,501.3333333,,,5,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5600767,-58.4463618",340000,USD,5155216,340000,78,70,4358.974359,4857.142857,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,160000,USD,2425984,160000,80,0,2000,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6774712,-58.6183777",,,,,,,,,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.599762,-58.42598",86900,USD,1317612.56,86900,,38,,2286.842105,,2,
sell,apartment,|Argentina|Capital Federal|Once|,"-34.600837,-58.401234",92000,USD,1394940.8,92000,,59,,1559.322034,7,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4366955,-58.5661756",95000,USD,1440428,95000,70,61,1357.142857,1557.377049,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.64744186,-58.64321899",420000,USD,6368208,420000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.90698,-58.070984",,,,,,,,,,4,
sell,PH,|Argentina|Capital Federal|Barrio Norte|,"-34.5969573,-58.40883",580000,USD,8794192,580000,317,247,1829.652997,2348.178138,,,
sell,house,|Argentina|Capital Federal|Flores|,"-34.641612,-58.453467",199000,USD,3017317.6,199000,,250,,796,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,90000,USD,1364616,90000,240,150,375,600,,4,
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5475074,-58.4842066",145000,USD,2198548,145000,68,52,2132.352941,2788.461538,,2,
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.6037137392,-58.3815808896",320000,USD,4851968,320000,104,104,3076.923077,3076.923077,,2,1200
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6176481,-58.4619167",1834248,ARS,1829157.06,120637.7,47,42,2566.759574,43672.57143,,2,
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6262815,-58.4538101",125000,USD,1895300,125000,68,68,1838.235294,1838.235294,,3,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.612287,-58.422895",319353,USD,4842157.92,319353,121,109,2639.280992,2929.844037,,4,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5620844,-58.4566864",149000,USD,2259197.6,149000,58,58,2568.965517,2568.965517,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,"-34.436354,-58.558615",,,,,,,,,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5967338,-58.6580072",140000,USD,2122736,140000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6434738,-58.6139852",110000,USD,1667864,110000,72,63,1527.777778,1746.031746,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.6571222,-58.6006329",62000,USD,940068.8,62000,42,42,1476.190476,1476.190476,2,,200
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,79000,USD,1197829.6,79000,,68,,1161.764706,,3,
