operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|,"-34.3955845283,-58.7676306434",145000,USD,2198548,145000,130,115,1115.384615,1260.869565,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8336699978,-58.3937031753",150000,USD,2274360,150000,250,139,600,1079.136691,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,480000,USD,7277952,480000,0,130,,3692.307692,,,
sell,house,|Argentina|Capital Federal|Barracas|,"-34.648761,-58.379095",320000,USD,4851968,320000,,342,,935.6725146,,5,
sell,PH,|Argentina|Capital Federal|Colegiales|,"-34.5808788,-58.4503373",189000,USD,2865693.6,189000,137,100,1379.562044,1890,,3,450
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,235000,USD,3563164,235000,900,200,261.1111111,1175,,,
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.5999764,-58.4037104",195000,USD,2956668,195000,77,77,2532.467532,2532.467532,3,3,
sell,apartment,|Argentina|Capital Federal|Colegiales|,,260000,USD,3942224,260000,0,60,,4333.333333,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.4354426856,-58.7938932197",125000,USD,1895300,125000,60,60,2083.333333,2083.333333,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.533014,-58.46441",680000,USD,10310432,680000,,131,,5190.839695,12,4,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.581752,-58.414297",470000,USD,7126328,470000,,153,,3071.895425,7,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.65491867,-58.79359055",125000,USD,1895300,125000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5780621,-58.4952915",169500,USD,2570026.8,169500,72,67,2354.166667,2529.850746,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|La Comarca|,"-34.4316044,-58.6584695",265000,USD,4018036,265000,0,160,,1656.25,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7474930759,-58.368543667",105000,USD,1592052,105000,0,110,,954.5454545,,4,
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6135876,-58.4107896",129000,USD,1955949.6,129000,90,90,1433.333333,1433.333333,,5,
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.5528589,-58.4702918",119000,USD,1804325.6,119000,100,32,1190,3718.75,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9322363102,-57.9559210404",360000,USD,5458464,360000,190,190,1894.736842,1894.736842,,6,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5060013,-58.4807008",311000,USD,4715506.4,311000,76,67,4092.105263,4641.791045,13,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio Los Alisos|,"-34.4008534,-58.6707139",450000,USD,6823080,450000,250,211,1800,2132.701422,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Maria del Parque Barrio Privado|,"-34.6281409954,-58.6732104246",210000,USD,3184104,210000,110,110,1909.090909,1909.090909,,4,2800
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6454713,-58.590776",26000,USD,394222.4,26000,,19,,1368.421053,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,65000,USD,985556,65000,,36,,1805.555556,,2,
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Jose Leon Suarez|,"-34.5283148498,-58.5731252767",45000,USD,682308,45000,44,44,1022.727273,1022.727273,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Santa María de los Olivos|,"-34.4752083,-58.591275",255000,USD,3866412,255000,1025,195,248.7804878,1307.692308,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,63000,USD,955231.2,63000,,30,,2100,,1,
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5435062,-58.4821436",88000,USD,1334291.2,88000,37,31,2378.378378,2838.709677,,1,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6451329,-58.5490751",85000,USD,1288804,85000,120,88,708.3333333,965.9090909,,,
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5468894557,-58.4786123121",100306,USD,1520879.69,100306,70,66,1432.942857,1519.787879,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,"-34.6281382,-58.6865645",320000,USD,4851968,320000,1373,300,233.0662782,1066.666667,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.5988944,-58.5568672",110000,USD,1667864,110000,90,90,1222.222222,1222.222222,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.51749,-58.493627",275000,USD,4169660,275000,,82,,3353.658537,,3,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556809,-58.457834",97000,USD,1470752.8,97000,,37,,2621.621622,,2,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6070921,-58.4306168",86000,USD,1303966.4,86000,35,35,2457.142857,2457.142857,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.3367571755,-58.9910379767",,,,,937,100,,,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,,290000,USD,4397096,290000,190,190,1526.315789,1526.315789,,6,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5856221,-58.4409353",90000,USD,1364616,90000,35,32,2571.428571,2812.5,4,1,1900
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6537633,-58.6287712",65000,USD,985556,65000,0,,,,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5777784,-58.4351583",112677,USD,1708453.74,112677,38,34,2965.184211,3314.029412,,1,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.595858,-58.440635",,,,,128,121,,,20,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9070627,-57.9736026",,,,,,,,,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,"-34.6347626,-58.5853795",75000,USD,1137180,75000,45,45,1666.666667,1666.666667,3,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,265000,USD,4018036,265000,900,161,294.4444444,1645.962733,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5159723,-58.7674094",300000,USD,4548720,300000,385,340,779.2207792,882.3529412,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,,,,,,,,,,,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5817176348,-58.4486236993",145000,USD,2198548,145000,50,45,2900,3222.222222,,2,2722
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,33,,,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.41762924,-58.64575577",520000,USD,7884448,520000,315,315,1650.793651,1650.793651,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6343912,-58.6851683",125000,USD,1895300,125000,250,120,500,1041.666667,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.428929977,-58.8272809982",400000,USD,6064960,400000,280,280,1428.571429,1428.571429,,5,16000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|QBay Yacht|,,270000,USD,4093848,270000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,175000,USD,2653420,175000,0,70,,2500,3,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.70123291,-58.30299377",128000,USD,1940787.2,128000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.601282,-58.418141",150000,USD,2274360,150000,75,75,2000,2000,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.548188,-58.55685",124000,USD,1880137.6,124000,,62,,2000,4,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,227000,USD,3441864.8,227000,137,109,1656.934307,2082.568807,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5434442,-58.5772854",150000,USD,2274360,150000,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,220000,USD,3335728,220000,1000,230,220,956.5217391,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Esteban Echeverría|Canning|,,220000,USD,3335728,220000,180,88,1222.222222,2500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|Guernica|,"-34.9045213,-58.357402",140000,USD,2122736,140000,800,130,175,1076.923077,,,
sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6309936,-58.3734595",265000,USD,4018036,265000,135,135,1962.962963,1962.962963,,6,5500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.663673,-58.562634",,,,,0,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,"-34.6434027,-58.5818695",980000,ARS,977279.9,64454.17,40,40,1611.35425,24500,,,
sell,PH,|Argentina|Capital Federal|Floresta|,,65000,USD,985556,65000,,45,,1444.444444,,,
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6205971,-58.4608572",210000,USD,3184104,210000,80,80,2625,2625,,3,3000
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,,370000,USD,5610088,370000,,240,,1541.666667,,3,
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5892125,-58.3909388",299000,USD,4533557.6,299000,112,,2669.642857,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,"-34.4817935,-58.7849723",230000,USD,3487352,230000,5500,150,41.81818182,1533.333333,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5449176464,-58.5563362968",70000,USD,1061368,70000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5028,-58.4945",148000,USD,2244035.2,148000,53,53,2792.45283,2792.45283,,2,
sell,store,|Argentina|Capital Federal|Retiro|,"-34.59987,-58.378218",295000,USD,4472908,295000,,,,,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7221296,-58.244961",,,,,360,286,,,,,
sell,apartment,|Argentina|Capital Federal|Boca|,"-34.627625,-58.360648",100000,USD,1516240,100000,65,58,1538.461538,1724.137931,,1,
sell,store,|Argentina|Capital Federal|Flores|,"-34.6452975,-58.4680551",89000,USD,1349453.6,89000,176,176,505.6818182,505.6818182,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4231839,-58.5735369",125000,USD,1895300,125000,55,51,2272.727273,2450.980392,3,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5076521,-58.519219",153000,USD,2319847.2,153000,57,50,2684.210526,3060,1,,
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177615,-58.383662",76000,USD,1152342.4,76000,42,34,1809.52381,2235.294118,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,80000,USD,1212992,80000,,47,,1702.12766,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7121646,-58.4004606",79000,USD,1197829.6,79000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.5326318,-58.4788162",180000,USD,2729232,180000,0,0,,,4,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,"-34.4095672245,-58.6328443317",355000,USD,5382652,355000,191,114,1858.638743,3114.035088,,3,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.738634,-58.259401",138000,USD,2092411.2,138000,,20,,6900,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5244368,-58.7185042",,,,,,60,,,,,
sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6037137392,-58.3815808896",95568,USD,1449040.24,95568,0,40,,2389.2,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Manuel B Gonnet|,"-34.884364,-58.007984",,,,,,,,,,5,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Ranelagh|,"-34.7884156,-58.2056198",240000,USD,3638976,240000,177,177,1355.932203,1355.932203,,,
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.621321,-58.3982505",175000,USD,2653420,175000,147,70,1190.47619,2500,,4,2300
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|José C Paz|,"-34.5153479,-58.7937839",450000,ARS,448750.93,29596.3,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Tortuguitas|,"-34.466186,-58.740899",40000,USD,606496,40000,,75,,533.3333333,,3,
sell,house,|Argentina|Capital Federal|Belgrano|,"-34.5660323,-58.4633694",890000,USD,13494536,890000,420,420,2119.047619,2119.047619,,,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4434529,-58.5583058",85000,USD,1288804,85000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.649485,-58.575904",1200000,ARS,1196669.37,78923.48,,50,,24000,,2,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,95000,USD,1440428,95000,100,50,950,1900,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,75000,USD,1137180,75000,,28,,2678.571429,,1,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.563051,-58.440936",440000,USD,6671456,440000,,163,,2699.386503,,3,
sell,store,|Argentina|Capital Federal|Flores|,"-34.6340462,-58.4669247",73000,USD,1106855.2,73000,60,,1216.666667,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,124000,USD,1880137.6,124000,43,43,2883.72093,2883.72093,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,"-34.4117049521,-58.6193122781",120000,USD,1819488,120000,40,34,3000,3529.411765,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.400004986,-58.6384749413",1600000,USD,24259840,1600000,350,350,4571.428571,4571.428571,,,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6128267,-58.4384119",149000,USD,2259197.6,149000,78,0,1910.25641,,,3,750
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6031182,-58.4067285",300000,USD,4548720,300000,112,,2678.571429,,3,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5717001386,-58.5384884302",55000,USD,833932,55000,30,30,1833.333333,1833.333333,,2,500
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.636179,-58.439476",94000,USD,1425265.6,94000,,41,,2292.682927,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,150000,USD,2274360,150000,0,55,,2727.272727,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.7612007,-58.4053161",105000,USD,1592052,105000,48,45,2187.5,2333.333333,,2,1000
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",195000,USD,2956668,195000,,87,,2241.37931,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9415478612,-57.9680795226",125000,USD,1895300,125000,87,87,1436.781609,1436.781609,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6624575,-58.661985",83000,USD,1258479.2,83000,104,,798.0769231,,1,,
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6133619,-58.38541",89000,USD,1349453.6,89000,0,28,,3178.571429,,1,600
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Villa Sarmiento|,"-34.6340296,-58.5829956",47500,USD,720214,47500,42,32,1130.952381,1484.375,,,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6085504575,-58.4506525716",145000,USD,2198548,145000,53,49,2735.849057,2959.183673,11,3,822
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Guillermo Hudson|,"-34.7900852,-58.1548511",,,,,372,312,,,,7,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.6944618,-58.4136391",110000,USD,1667864,110000,390,390,282.0512821,282.0512821,,4,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.65581512,-58.66418457",135000,USD,2046924,135000,,,,,,,
sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.602153,-58.412067",159000,USD,2410821.6,159000,,95,,1673.684211,5,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6127146,-58.6835841",,,,,0,650,,,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.53485,-58.501363",159000,USD,2410821.6,159000,102,95,1558.823529,1673.684211,,4,500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6410947209,-58.5704134219",,,,,350,350,,,,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.566885,-58.451021",120000,USD,1819488,120000,,42,,2857.142857,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,,62500,USD,947650,62500,,55,,1136.363636,,2,
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6027271,-58.3796179",250000,USD,3790600,250000,,,,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,,119900,USD,1817971.76,119900,100,46,1199,2606.521739,3,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|Manuel B Gonnet|,"-34.883082,-58.05734",,,,,720,160,,,,4,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.561966,-58.46373",350000,USD,5306840,350000,,100,,3500,1,3,
sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60808733,-58.43089266",84500,USD,1281222.8,84500,40,36,2112.5,2347.222222,,1,
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6000747136,-58.4032361233",115000,USD,1743676,115000,64,63,1796.875,1825.396825,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.50566,-58.5810327",108000,USD,1637539.2,108000,280,0,385.7142857,,,,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,,230000,USD,3487352,230000,0,90,,2555.555556,,,
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.617228,-58.457265",73800,USD,1118985.12,73800,,31,,2380.645161,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6570243,-58.6753978",180000,USD,2729232,180000,79,74,2278.481013,2432.432432,3,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Ezpeleta|,,150000,USD,2274360,150000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.603438,-58.4364402",130000,USD,1971112,130000,45,40,2888.888889,3250,2,,960
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|Barrio El Golf|,"-34.4088829828,-58.6315131975",250000,USD,3790600,250000,254,74,984.2519685,3378.378378,,3,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.550539,-58.440313",1600000,USD,24259840,1600000,,224,,7142.857143,1503,4,
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5771094737,-58.4456268033",110000,USD,1667864,110000,,38,,2894.736842,,2,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4432107666,-58.7568592619",107000,USD,1622376.8,107000,116,37,922.4137931,2891.891892,,2,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4567679,-58.5280154",355000,USD,5382652,355000,150,250,2366.666667,1420,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,1580000,USD,23956592,1580000,1000,480,1580,3291.666667,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,457000,USD,6929216.8,457000,948,263,482.0675105,1737.642586,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,850000,USD,12888040,850000,1250,400,680,2125,,,
sell,PH,|Argentina|Capital Federal|Parque Patricios|,"-34.6381661,-58.4116385",350000,USD,5306840,350000,175,150,2000,2333.333333,,5,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5075624,-58.47782",270000,USD,4093848,270000,14,60,19285.71429,4500,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,,350000,USD,5306840,350000,0,0,,,,4,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6479013,-58.5778395",80000,USD,1212992,80000,82,55,975.6097561,1454.545455,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.38661575,-58.64334869",250000,USD,3790600,250000,,,,,,,
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5906064,-58.4487284",,,,,34,30,,,,1,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,415000,USD,6292396,415000,600,250,691.6666667,1660,,,
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5562399,-58.4587852",220000,USD,3335728,220000,251,115,876.4940239,1913.043478,,4,
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.647956,-58.611165",85000,USD,1288804,85000,,81,,1049.382716,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,,,,,,,,,,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.681216746,-58.6964328233",120000,USD,1819488,120000,100,100,1200,1200,,3,
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4660445607,-58.5355223013",85000,USD,1288804,85000,41,41,2073.170732,2073.170732,,2,300
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.6002999,-58.5734738",,,,,300,80,,,,3,
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.938525,-57.94522",,,,,,,,,,5,
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.602623,-58.440056",132000,USD,2001436.8,132000,,56,,2357.142857,,3,
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5848012,-58.4115472",169000,USD,2562445.6,169000,50,41,3380,4121.95122,,2,1500
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|,"-34.5974872,-58.5494204",,,,,280,280,,,,,
sell,house,"|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Barrio Cerrado ""Roble Joven""|","-34.4264780482,-58.7605167223",235000,USD,3563164,235000,220,200,1068.181818,1175,,5,4000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4252806,-58.57046",99500,USD,1508658.8,99500,56,56,1776.785714,1776.785714,3,,
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4811169,-58.5885441",,,,,,,,,,,
sell,apartment,|Argentina|Capital Federal|Retiro|,"-34.5989036,-58.3782898",320000,USD,4851968,320000,125,125,2560,2560,,4,
